scenario,year,cum_med,cum_lb,cum_ub
Double dose,2106.0000,1244845.8992,1188277.2934,1300235.5872
Double dose,2107.0000,1245776.4304,1189001.1713,1301411.9514
Double dose,2108.0000,1246436.9043,1189518.0399,1302277.8343
Double dose,2109.0000,1246970.5519,1189942.2610,1302959.4702
Double dose,2110.0000,1247302.2352,1190208.6786,1303423.2360
Double dose,2111.0000,1247552.0516,1190343.6425,1303783.1305
Double dose,2112.0000,1247713.3876,1190440.4110,1304067.5311
Double dose,2113.0000,1247805.7539,1190491.2009,1304265.9916
Double dose,2114.0000,1247854.9027,1190505.8110,1304389.8192
Double dose,2115.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2116.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2117.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2118.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2119.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2120.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2121.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2122.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2123.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2124.0000,1247864.6652,1190505.8110,1304443.0437
Double dose,2125.0000,1247864.6652,1190505.8110,1304443.0437
Single dose shipments,2024.0000,0.0000,0.0000,6.6580
Single dose shipments,2025.0000,0.1964,0.0000,13.5411
Single dose shipments,2026.0000,6.8543,0.0000,29.1213
Single dose shipments,2027.0000,23.7530,6.6580,133.2870
Single dose shipments,2028.0000,71.7316,27.0656,218.9870
Single dose shipments,2029.0000,172.3951,91.3873,353.2786
Single dose shipments,2030.0000,336.5630,207.5094,581.8690
Single dose shipments,2031.0000,597.6785,388.5166,932.4036
Single dose shipments,2032.0000,989.4216,685.2948,1449.9044
Single dose shipments,2033.0000,1599.3433,1139.8674,2143.9563
Single dose shipments,2034.0000,2436.2833,1749.1417,3182.3914
Single dose shipments,2035.0000,3607.7825,2793.0614,4579.5160
Single dose shipments,2036.0000,5123.8593,4008.4152,6357.2022
Single dose shipments,2037.0000,6968.0868,5673.8207,8432.2398
Single dose shipments,2038.0000,9295.8361,7792.7707,11013.4333
Single dose shipments,2039.0000,12086.2568,10298.6215,14116.5743
Single dose shipments,2040.0000,15396.8941,13257.7551,17809.5937
Single dose shipments,2041.0000,19393.7690,16924.4266,22185.8475
Single dose shipments,2042.0000,24024.3020,21083.6169,27404.8669
Single dose shipments,2043.0000,29292.7178,25976.8960,32951.9116
Single dose shipments,2044.0000,35222.5770,31532.0089,39371.8029
Single dose shipments,2045.0000,42070.9519,37970.6910,46625.4397
Single dose shipments,2046.0000,49580.4611,45105.3168,54543.4313
Single dose shipments,2047.0000,57815.1296,52914.0086,63262.5690
Single dose shipments,2048.0000,66909.9127,61540.3595,72947.8078
Single dose shipments,2049.0000,76785.3962,70874.4422,83313.1165
Single dose shipments,2050.0000,87401.9810,80890.7367,94934.8012
Single dose shipments,2051.0000,98935.1864,92118.9879,106920.2312
Single dose shipments,2052.0000,111385.7620,104054.1993,119954.7841
Single dose shipments,2053.0000,124915.9681,116936.8360,134153.5960
Single dose shipments,2054.0000,139242.8966,130506.9906,149401.9669
Single dose shipments,2055.0000,154403.6810,145339.4803,165433.6398
Single dose shipments,2056.0000,170686.1491,160860.3061,182374.4535
Single dose shipments,2057.0000,187807.7381,177132.6782,200392.5171
Single dose shipments,2058.0000,205615.6792,194103.7788,219492.8287
Single dose shipments,2059.0000,224156.4389,211823.2044,238907.5411
Single dose shipments,2060.0000,243915.3610,230697.2849,259349.7559
Single dose shipments,2061.0000,264335.5414,250593.1607,280454.5140
Single dose shipments,2062.0000,285565.8950,270881.7542,302127.3792
Single dose shipments,2063.0000,306788.4413,291388.2696,324676.1822
Single dose shipments,2064.0000,328826.1872,312209.3046,347746.9807
Single dose shipments,2065.0000,351311.7465,333873.0474,371213.0964
Single dose shipments,2066.0000,373711.2783,355648.4984,394269.9451
Single dose shipments,2067.0000,396544.4093,377111.6853,418636.2210
Single dose shipments,2068.0000,419492.9890,399183.3684,442887.2807
Single dose shipments,2069.0000,442407.7065,420808.4334,466548.1335
Single dose shipments,2070.0000,465661.9574,442734.6657,490269.0699
Single dose shipments,2071.0000,488102.9818,464193.6740,513868.3443
Single dose shipments,2072.0000,510194.8682,485553.7142,536788.6297
Single dose shipments,2073.0000,531984.1344,506216.1541,559628.0267
Single dose shipments,2074.0000,553264.4389,526679.1901,581960.4854
Single dose shipments,2075.0000,573992.5837,546511.9916,603620.6123
Single dose shipments,2076.0000,593909.1752,565501.5982,625100.0004
Single dose shipments,2077.0000,613430.2368,584352.7449,645505.9854
Single dose shipments,2078.0000,632326.1566,602495.9980,664942.7367
Single dose shipments,2079.0000,650241.6068,619944.0075,683829.9993
Single dose shipments,2080.0000,667564.6630,636207.4297,702078.2005
Single dose shipments,2081.0000,683917.5344,651797.8744,719171.3604
Single dose shipments,2082.0000,699851.1180,666771.9118,735520.3185
Single dose shipments,2083.0000,714373.9923,680983.2974,750816.8841
Single dose shipments,2084.0000,728116.3585,693982.0510,765105.7477
Single dose shipments,2085.0000,741167.8053,706209.4510,778670.9359
Single dose shipments,2086.0000,753411.2313,717665.8440,791291.7500
Single dose shipments,2087.0000,764885.6365,728400.7877,803061.3390
Single dose shipments,2088.0000,775438.0844,738448.6702,814107.9285
Single dose shipments,2089.0000,784986.7221,747633.9548,824324.3556
Single dose shipments,2090.0000,794093.4407,756161.6808,833838.3254
Single dose shipments,2091.0000,802255.9783,763943.8428,842559.1307
Single dose shipments,2092.0000,809629.1977,770994.4741,850564.1463
Single dose shipments,2093.0000,816396.5947,777249.9012,857833.5363
Single dose shipments,2094.0000,822277.6991,782838.0791,864258.0337
Single dose shipments,2095.0000,827642.7162,787891.2426,869753.2007
Single dose shipments,2096.0000,832477.7530,792199.7206,875043.6333
Single dose shipments,2097.0000,836726.2631,796131.4959,879603.4694
Single dose shipments,2098.0000,840431.6580,799656.6788,883649.5193
Single dose shipments,2099.0000,843652.4459,802550.6666,887200.2461
Single dose shipments,2100.0000,846406.3603,805097.3908,890486.5376
Single dose shipments,2101.0000,848869.4137,807237.8751,893147.2776
Single dose shipments,2102.0000,850710.4493,808891.3028,895476.3210
Single dose shipments,2103.0000,852410.2398,810271.7548,897407.1754
Single dose shipments,2104.0000,853777.2042,811389.4528,898886.5355
Single dose shipments,2105.0000,854867.6601,812243.8451,900243.4848
Single dose shipments,2106.0000,855738.8758,812921.7010,901273.9752
Single dose shipments,2107.0000,856427.5428,813464.8223,902044.3027
Single dose shipments,2108.0000,857024.8641,813908.1307,902753.6588
Single dose shipments,2109.0000,857361.6938,814171.5736,903237.5238
Single dose shipments,2110.0000,857608.9847,814350.6647,903589.6780
Single dose shipments,2111.0000,857782.3101,814434.0809,903824.4898
Single dose shipments,2112.0000,857886.9174,814484.4284,904011.7431
Single dose shipments,2113.0000,857959.4374,814530.8513,904125.3234
Single dose shipments,2114.0000,857980.8888,814533.6454,904213.4676
Single dose shipments,2115.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2116.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2117.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2118.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2119.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2120.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2121.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2122.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2123.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2124.0000,857990.8477,814536.8928,904284.1051
Single dose shipments,2125.0000,857990.8477,814536.8928,904284.1051
Single dose actual,2024.0000,0.0000,0.0000,6.6580
Single dose actual,2025.0000,0.1964,0.0000,13.5411
Single dose actual,2026.0000,5.5597,0.0000,27.0668
Single dose actual,2027.0000,27.9908,6.6580,74.6375
Single dose actual,2028.0000,69.2410,31.3499,153.0177
Single dose actual,2029.0000,167.0516,86.4747,341.6970
Single dose actual,2030.0000,356.3427,195.8067,596.7552
Single dose actual,2031.0000,623.1264,379.1277,1013.4837
Single dose actual,2032.0000,1046.0864,686.0089,1578.8591
Single dose actual,2033.0000,1704.8607,1184.8032,2510.6318
Single dose actual,2034.0000,2706.7192,2047.8513,3668.9029
Single dose actual,2035.0000,3894.8820,3051.4864,5086.4231
Single dose actual,2036.0000,5502.1819,4497.3900,6822.9399
Single dose actual,2037.0000,7499.7926,6230.1695,9119.8562
Single dose actual,2038.0000,10077.3397,8538.8478,11950.5655
Single dose actual,2039.0000,13276.5914,11395.5306,15313.7290
Single dose actual,2040.0000,17094.6295,14871.1327,19473.1104
Single dose actual,2041.0000,21434.1397,18984.0101,24284.0477
Single dose actual,2042.0000,26434.0844,23576.5229,29866.4754
Single dose actual,2043.0000,32410.0527,29207.8034,36210.1723
Single dose actual,2044.0000,39136.8632,35537.6738,43221.2318
Single dose actual,2045.0000,46630.2240,42715.8216,51283.2420
Single dose actual,2046.0000,55047.5923,50646.0911,60372.3779
Single dose actual,2047.0000,64359.5634,59485.4593,69934.7828
Single dose actual,2048.0000,74839.8011,69208.7878,80867.3550
Single dose actual,2049.0000,85727.0401,79660.2762,92600.9867
Single dose actual,2050.0000,97796.9212,91098.0139,105477.1353
Single dose actual,2051.0000,110729.4489,103411.0297,119013.0506
Single dose actual,2052.0000,124875.1384,116849.7562,133572.7923
Single dose actual,2053.0000,139909.9477,130853.8092,149184.8835
Single dose actual,2054.0000,155986.2286,146040.9173,165609.5680
Single dose actual,2055.0000,172923.5765,162482.8624,183120.5286
Single dose actual,2056.0000,190428.1543,179311.6298,201349.6704
Single dose actual,2057.0000,208797.6317,197118.7854,220974.5530
Single dose actual,2058.0000,228528.8603,215949.9890,241631.0672
Single dose actual,2059.0000,249199.7559,235388.7794,263212.9004
Single dose actual,2060.0000,270511.8107,255592.2550,285242.7348
Single dose actual,2061.0000,292564.9063,276322.2320,307970.5024
Single dose actual,2062.0000,315143.7081,298292.5467,331782.2334
Single dose actual,2063.0000,338436.5882,320617.0998,356335.7625
Single dose actual,2064.0000,362434.6764,343381.9321,381565.5203
Single dose actual,2065.0000,386481.8361,366521.8431,407009.5198
Single dose actual,2066.0000,411436.0174,390314.8672,432859.9047
Single dose actual,2067.0000,436424.4088,414261.3625,459019.8616
Single dose actual,2068.0000,461716.9749,438722.2697,485213.5642
Single dose actual,2069.0000,487022.1487,463001.0900,511033.6523
Single dose actual,2070.0000,512175.8487,487046.8812,536745.6983
Single dose actual,2071.0000,537080.4197,510754.5580,563540.8152
Single dose actual,2072.0000,561530.4981,534706.6429,588844.8258
Single dose actual,2073.0000,585849.0754,558281.2278,614004.7298
Single dose actual,2074.0000,609843.2468,580914.5710,639082.1218
Single dose actual,2075.0000,632949.5953,603501.3169,663362.1143
Single dose actual,2076.0000,655798.9376,624611.9464,686908.7062
Single dose actual,2077.0000,677761.2845,645816.9864,709950.0722
Single dose actual,2078.0000,699140.5036,665825.4400,732094.9104
Single dose actual,2079.0000,719492.0488,685536.9980,753201.4955
Single dose actual,2080.0000,739042.1044,704520.1957,773449.3311
Single dose actual,2081.0000,758063.7898,722785.3333,793078.0459
Single dose actual,2082.0000,776000.3283,739798.3866,811785.7947
Single dose actual,2083.0000,793041.2138,755906.0200,829756.5300
Single dose actual,2084.0000,809105.6493,771065.5936,846789.2616
Single dose actual,2085.0000,824358.1323,785434.0201,862546.1285
Single dose actual,2086.0000,838359.6892,798977.2377,877327.2009
Single dose actual,2087.0000,851595.5987,811543.5723,891121.9930
Single dose actual,2088.0000,863793.2435,823271.6786,904401.0559
Single dose actual,2089.0000,875382.5884,834103.7322,916548.7823
Single dose actual,2090.0000,885928.3931,844283.9199,927409.1722
Single dose actual,2091.0000,895586.8793,853267.7651,937512.2145
Single dose actual,2092.0000,904526.5124,861587.8093,946963.4907
Single dose actual,2093.0000,912491.1633,869109.8853,955718.3051
Single dose actual,2094.0000,919684.8217,875985.7889,963308.7466
Single dose actual,2095.0000,926119.8641,882158.2750,970217.7260
Single dose actual,2096.0000,931734.4321,887475.6471,976289.3974
Single dose actual,2097.0000,936723.3642,891988.8995,981797.9398
Single dose actual,2098.0000,940938.4570,895928.5944,986859.4519
Single dose actual,2099.0000,944863.1608,899469.9506,991080.6391
Single dose actual,2100.0000,948228.5934,902450.7294,994919.7903
Single dose actual,2101.0000,951022.1234,904925.1721,998067.6616
Single dose actual,2102.0000,953411.7423,907119.2679,1000632.4471
Single dose actual,2103.0000,955481.1650,909012.3914,1003019.1452
Single dose actual,2104.0000,957049.1768,910235.0075,1004792.8770
Single dose actual,2105.0000,958347.6243,911396.3867,1006295.7415
Single dose actual,2106.0000,959380.5312,912305.6926,1007444.1355
Single dose actual,2107.0000,960162.5096,912991.0252,1008353.4618
Single dose actual,2108.0000,960765.9970,913417.5608,1009139.2543
Single dose actual,2109.0000,961213.7015,913756.2401,1009786.5383
Single dose actual,2110.0000,961502.8844,913968.0461,1010190.3379
Single dose actual,2111.0000,961707.0227,914105.3121,1010534.9299
Single dose actual,2112.0000,961847.7129,914179.2204,1010736.8522
Single dose actual,2113.0000,961929.5140,914216.3219,1010885.0095
Single dose actual,2114.0000,961960.5296,914237.9752,1010937.1630
Single dose actual,2115.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2116.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2117.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2118.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2119.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2120.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2121.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2122.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2123.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2124.0000,961970.2921,914237.9752,1010978.8548
Single dose actual,2125.0000,961970.2921,914237.9752,1010978.8548
