scenario,year,cum_med,cum_lb,cum_ub
Double dose,2106.0000,1256595.4928,1198885.7921,1313873.3212
Double dose,2107.0000,1257512.8952,1199636.4318,1315017.8717
Double dose,2108.0000,1258219.6239,1200194.2743,1315935.0405
Double dose,2109.0000,1258772.4023,1200618.4328,1316622.1099
Double dose,2110.0000,1259172.5072,1200917.9146,1317138.8423
Double dose,2111.0000,1259418.5426,1201110.9164,1317483.8087
Double dose,2112.0000,1259602.4284,1201193.8634,1317742.2268
Double dose,2113.0000,1259681.1484,1201234.7683,1317890.8375
Double dose,2114.0000,1259721.9801,1201244.0666,1317995.5163
Double dose,2115.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2116.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2117.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2118.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2119.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2120.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2121.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2122.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2123.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2124.0000,1259731.7426,1201244.0666,1318022.4296
Double dose,2125.0000,1259731.7426,1201244.0666,1318022.4296
Single dose shipments,2024.0000,0.0000,0.0000,6.6580
Single dose shipments,2025.0000,1.3219,0.0000,17.4539
Single dose shipments,2026.0000,7.9799,0.0000,33.0341
Single dose shipments,2027.0000,23.0444,6.6580,137.6039
Single dose shipments,2028.0000,66.7702,29.7748,226.1369
Single dose shipments,2029.0000,162.2939,100.8531,413.9664
Single dose shipments,2030.0000,352.4974,250.2791,662.8192
Single dose shipments,2031.0000,631.9583,478.9842,1041.9287
Single dose shipments,2032.0000,1006.4136,797.7233,1552.7475
Single dose shipments,2033.0000,1602.7604,1206.3095,2268.2846
Single dose shipments,2034.0000,2452.1358,1815.1865,3391.9858
Single dose shipments,2035.0000,3648.8374,2793.8092,4756.4522
Single dose shipments,2036.0000,5222.7963,4093.0709,6505.1609
Single dose shipments,2037.0000,7151.9020,5829.2480,8629.6589
Single dose shipments,2038.0000,9521.7403,7886.7038,11242.4344
Single dose shipments,2039.0000,12499.0565,10439.3668,14484.6235
Single dose shipments,2040.0000,15910.0561,13502.8477,18282.4444
Single dose shipments,2041.0000,19858.7192,17192.6553,22502.7465
Single dose shipments,2042.0000,24491.8031,21496.6260,27466.2653
Single dose shipments,2043.0000,29957.4161,26591.8324,33239.6019
Single dose shipments,2044.0000,36259.4393,32401.6526,40071.4471
Single dose shipments,2045.0000,43058.0957,38727.5160,47506.4858
Single dose shipments,2046.0000,50639.7927,45889.7880,55803.5737
Single dose shipments,2047.0000,59046.7964,53839.5108,64603.2835
Single dose shipments,2048.0000,68324.3866,62432.1849,74551.1087
Single dose shipments,2049.0000,78568.0796,71988.9429,85337.8533
Single dose shipments,2050.0000,89564.8149,82537.8217,96847.3800
Single dose shipments,2051.0000,101845.1555,93773.6586,109797.7984
Single dose shipments,2052.0000,114594.6110,105953.3481,123430.8259
Single dose shipments,2053.0000,128337.3545,118816.8966,137970.2108
Single dose shipments,2054.0000,143015.2280,132837.3288,153065.4110
Single dose shipments,2055.0000,158356.5586,147421.5318,169558.1969
Single dose shipments,2056.0000,174652.3367,163070.7692,186903.9815
Single dose shipments,2057.0000,191974.9102,179370.9845,204938.5533
Single dose shipments,2058.0000,210243.4383,197199.4520,224276.3076
Single dose shipments,2059.0000,229500.4703,215761.1041,244358.5075
Single dose shipments,2060.0000,249078.4730,234609.9270,265073.5185
Single dose shipments,2061.0000,269966.7520,254480.8281,286778.1753
Single dose shipments,2062.0000,291652.6905,274959.1421,309086.9384
Single dose shipments,2063.0000,313734.3315,296461.3135,331960.0790
Single dose shipments,2064.0000,336133.5519,317771.7547,355222.1157
Single dose shipments,2065.0000,358751.4229,339671.9938,379322.4199
Single dose shipments,2066.0000,381916.3974,361670.1339,403428.1165
Single dose shipments,2067.0000,405432.9474,383943.0540,427816.5057
Single dose shipments,2068.0000,428930.6589,406535.4087,452337.1156
Single dose shipments,2069.0000,452508.2347,428911.9556,476769.2997
Single dose shipments,2070.0000,475736.0711,450790.7993,500709.5890
Single dose shipments,2071.0000,498722.9459,472439.5924,525071.8832
Single dose shipments,2072.0000,521448.3438,494391.6475,548353.3103
Single dose shipments,2073.0000,543273.9440,515444.0685,571181.2237
Single dose shipments,2074.0000,564938.2585,536225.5527,593696.0551
Single dose shipments,2075.0000,585954.9440,556101.3142,615417.7278
Single dose shipments,2076.0000,606188.8666,575496.3719,636880.8936
Single dose shipments,2077.0000,625993.7570,594370.5513,657375.3123
Single dose shipments,2078.0000,644926.3240,612586.1676,676883.6756
Single dose shipments,2079.0000,662915.3850,630057.6157,695523.8169
Single dose shipments,2080.0000,680237.6315,646577.7712,713483.1761
Single dose shipments,2081.0000,696905.6520,662429.6021,730940.9777
Single dose shipments,2082.0000,712802.0805,677136.2570,747284.2582
Single dose shipments,2083.0000,727641.6122,691173.7431,763030.4728
Single dose shipments,2084.0000,741730.9889,704273.1492,777830.2897
Single dose shipments,2085.0000,755178.8523,717043.6005,791828.3242
Single dose shipments,2086.0000,767626.4071,728748.4031,804745.3822
Single dose shipments,2087.0000,778948.0876,739500.1440,816704.2139
Single dose shipments,2088.0000,789335.2550,749500.2786,827650.0452
Single dose shipments,2089.0000,799295.1349,758898.9379,838263.7725
Single dose shipments,2090.0000,808622.4656,767594.4332,848078.0507
Single dose shipments,2091.0000,816795.7797,775384.0437,857011.2747
Single dose shipments,2092.0000,824446.0756,782605.5371,865147.1410
Single dose shipments,2093.0000,831237.0003,788944.0099,872460.3927
Single dose shipments,2094.0000,837314.2070,794501.6294,879279.3857
Single dose shipments,2095.0000,842640.2530,799476.3881,884922.6510
Single dose shipments,2096.0000,847531.6713,803982.3092,890323.7496
Single dose shipments,2097.0000,851906.7429,807847.5616,895070.2067
Single dose shipments,2098.0000,855622.0784,811175.5294,899167.5685
Single dose shipments,2099.0000,858878.2126,814137.7317,902740.3351
Single dose shipments,2100.0000,861524.5054,816589.0633,905964.2239
Single dose shipments,2101.0000,863924.5898,818578.2208,908539.4299
Single dose shipments,2102.0000,865937.0890,820422.6493,910770.5278
Single dose shipments,2103.0000,867627.4759,821947.1895,912706.8185
Single dose shipments,2104.0000,868929.5641,823078.9318,914210.4615
Single dose shipments,2105.0000,870015.7105,823973.3973,915478.4090
Single dose shipments,2106.0000,870931.3426,824659.6539,916576.2752
Single dose shipments,2107.0000,871669.7532,825260.0114,917468.3130
Single dose shipments,2108.0000,872240.4797,825689.0209,918139.0841
Single dose shipments,2109.0000,872585.2344,825973.2385,918590.3515
Single dose shipments,2110.0000,872828.9864,826123.8986,918964.3673
Single dose shipments,2111.0000,873014.0138,826225.0898,919205.3740
Single dose shipments,2112.0000,873167.7401,826319.3253,919411.2725
Single dose shipments,2113.0000,873228.4591,826341.6837,919569.1403
Single dose shipments,2114.0000,873258.0128,826358.2514,919665.1215
Single dose shipments,2115.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2116.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2117.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2118.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2119.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2120.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2121.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2122.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2123.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2124.0000,873265.4541,826358.2514,919698.3805
Single dose shipments,2125.0000,873265.4541,826358.2514,919698.3805
Single dose actual,2024.0000,0.0000,0.0000,6.6580
Single dose actual,2025.0000,0.1964,0.0000,13.5411
Single dose actual,2026.0000,5.1290,0.0000,27.0668
Single dose actual,2027.0000,26.1765,11.7505,86.6219
Single dose actual,2028.0000,73.0380,36.4096,160.2521
Single dose actual,2029.0000,179.3869,100.1730,336.9989
Single dose actual,2030.0000,351.2774,223.7898,570.1193
Single dose actual,2031.0000,650.6264,415.5766,957.1312
Single dose actual,2032.0000,1060.1314,743.8899,1533.5051
Single dose actual,2033.0000,1709.3723,1282.1538,2394.9969
Single dose actual,2034.0000,2629.1708,2090.6209,3437.9193
Single dose actual,2035.0000,3829.6775,3082.3407,4820.0174
Single dose actual,2036.0000,5536.4539,4519.7942,6695.0366
Single dose actual,2037.0000,7604.3408,6435.3628,9025.0502
Single dose actual,2038.0000,10232.7427,8852.8692,11993.6640
Single dose actual,2039.0000,13476.1851,11766.4674,15519.7051
Single dose actual,2040.0000,17353.5401,15213.1804,19665.4415
Single dose actual,2041.0000,21696.6138,19245.5041,24285.1475
Single dose actual,2042.0000,26998.0442,24007.7503,29996.5530
Single dose actual,2043.0000,33046.5169,29628.5452,36622.2462
Single dose actual,2044.0000,39735.0088,35848.5822,43618.7962
Single dose actual,2045.0000,47482.3964,43177.0896,52165.7369
Single dose actual,2046.0000,56169.6191,51293.0676,61090.5696
Single dose actual,2047.0000,65510.7159,60043.1447,71299.9100
Single dose actual,2048.0000,76127.3746,70181.2963,82418.8135
Single dose actual,2049.0000,87228.6960,80763.8880,94238.2915
Single dose actual,2050.0000,99573.4221,92490.7639,107080.9059
Single dose actual,2051.0000,112838.9335,105261.0146,121033.2425
Single dose actual,2052.0000,127065.1600,118754.0937,135788.1238
Single dose actual,2053.0000,142420.9541,133304.9564,152109.0406
Single dose actual,2054.0000,158495.8161,148860.5470,168975.5890
Single dose actual,2055.0000,175869.3072,165475.9539,187845.6252
Single dose actual,2056.0000,194165.0902,183202.7256,206882.3950
Single dose actual,2057.0000,213046.4747,201006.0338,227042.2640
Single dose actual,2058.0000,233269.7224,220585.9886,248017.2589
Single dose actual,2059.0000,253759.4883,240516.2633,269665.2446
Single dose actual,2060.0000,275581.2306,261555.7516,292316.2090
Single dose actual,2061.0000,297888.5471,283219.4060,315510.3094
Single dose actual,2062.0000,321097.8497,305159.8011,339794.7566
Single dose actual,2063.0000,344931.8166,328250.3128,364300.7000
Single dose actual,2064.0000,369279.5381,351887.8268,389400.8689
Single dose actual,2065.0000,394047.0219,375611.8803,415359.8464
Single dose actual,2066.0000,418960.8102,399498.8820,441558.9945
Single dose actual,2067.0000,444353.3986,423545.3746,468141.5800
Single dose actual,2068.0000,469854.4241,447840.1463,494811.4225
Single dose actual,2069.0000,495586.0749,472337.0970,521610.8662
Single dose actual,2070.0000,521083.2602,497147.6259,548172.9750
Single dose actual,2071.0000,546449.0345,521469.4120,574310.7041
Single dose actual,2072.0000,571623.8751,545978.4883,600676.3238
Single dose actual,2073.0000,596360.3342,569430.5616,626652.9984
Single dose actual,2074.0000,620542.7263,592569.0261,651462.2899
Single dose actual,2075.0000,643821.7152,615302.4535,675840.9818
Single dose actual,2076.0000,667274.6381,637377.2516,700590.2976
Single dose actual,2077.0000,689406.8901,658674.7419,724012.8041
Single dose actual,2078.0000,711054.4690,679463.4775,746594.0306
Single dose actual,2079.0000,731947.3583,699650.5647,768239.9360
Single dose actual,2080.0000,751926.9459,718855.8998,789091.2720
Single dose actual,2081.0000,771051.4014,737118.7228,809161.9905
Single dose actual,2082.0000,789189.7595,754740.5189,828013.4642
Single dose actual,2083.0000,806321.1362,771337.7749,845823.4769
Single dose actual,2084.0000,822680.3865,787145.7338,862954.0298
Single dose actual,2085.0000,837918.1457,801785.9292,879033.3521
Single dose actual,2086.0000,852800.9044,815458.4204,894988.7771
Single dose actual,2087.0000,866371.3439,828635.6026,908997.5723
Single dose actual,2088.0000,878881.3153,840599.1470,922055.7510
Single dose actual,2089.0000,890567.9452,851557.9336,934182.0539
Single dose actual,2090.0000,901354.2574,861643.3915,945494.6720
Single dose actual,2091.0000,911163.9024,871111.6534,955803.7843
Single dose actual,2092.0000,919861.0517,879348.6028,965169.2555
Single dose actual,2093.0000,927796.9673,886730.2880,974174.5905
Single dose actual,2094.0000,935186.9751,893377.8095,982035.7772
Single dose actual,2095.0000,941549.4864,899546.1661,988865.0485
Single dose actual,2096.0000,947321.2129,904855.7966,995265.3148
Single dose actual,2097.0000,952519.7802,909570.6192,1000939.1535
Single dose actual,2098.0000,957011.1714,913452.3590,1005960.8043
Single dose actual,2099.0000,960976.2458,917241.5806,1010072.8536
Single dose actual,2100.0000,964227.5303,920212.7754,1013788.1946
Single dose actual,2101.0000,967065.7413,922849.3851,1016882.0146
Single dose actual,2102.0000,969497.4550,925000.6601,1019557.5241
Single dose actual,2103.0000,971493.2722,926739.2500,1021868.5458
Single dose actual,2104.0000,973198.4059,928240.8808,1023858.4419
Single dose actual,2105.0000,974424.3570,929380.2717,1025376.2333
Single dose actual,2106.0000,975536.0398,930348.1681,1026625.7750
Single dose actual,2107.0000,976390.6754,931021.2169,1027630.5300
Single dose actual,2108.0000,977037.2706,931502.9621,1028325.4781
Single dose actual,2109.0000,977498.7459,931877.5133,1028896.4801
Single dose actual,2110.0000,977833.9624,932082.8330,1029395.6305
Single dose actual,2111.0000,978035.1407,932224.2989,1029680.3785
Single dose actual,2112.0000,978203.3452,932315.7185,1029941.1616
Single dose actual,2113.0000,978289.0429,932349.1211,1030054.5072
Single dose actual,2114.0000,978327.4997,932368.2090,1030139.3870
Single dose actual,2115.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2116.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2117.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2118.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2119.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2120.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2121.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2122.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2123.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2124.0000,978339.0109,932368.2090,1030171.4053
Single dose actual,2125.0000,978339.0109,932368.2090,1030171.4053
