,location,No vaccination,No vaccination - lb,No vaccination - ub,Double dose,Double dose - lb,Double dose - ub,Single dose shipments,Single dose shipments - lb,Single dose shipments - ub,Single dose actual,Single dose actual - lb,Single dose actual - ub
0,bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
