location,scenario,year,cum_med,cum_lb,cum_ub
bangladesh,No vaccination,2059,145670.5632,116366.0751,174975.0513
bangladesh,No vaccination,2060,163559.9302,126758.9456,200360.9147
bangladesh,No vaccination,2061,191671.7924,154189.3081,229154.2766
bangladesh,No vaccination,2062,218079.9054,178552.9221,257606.8887
bangladesh,No vaccination,2063,245339.8932,203086.9115,287592.8749
bangladesh,No vaccination,2064,279414.8773,235798.8966,323030.8581
bangladesh,No vaccination,2065,310934.2378,266636.7571,355231.7185
bangladesh,No vaccination,2066,340749.8492,291681.8710,389817.8275
bangladesh,No vaccination,2067,368009.8373,317578.8596,418440.8149
bangladesh,No vaccination,2068,407196.0684,355402.0912,458990.0455
bangladesh,No vaccination,2069,453197.2964,400040.3204,506354.2724
bangladesh,No vaccination,2070,498346.6514,441782.1781,554911.1246
bangladesh,No vaccination,2071,534125.3848,473471.9139,594778.8557
bangladesh,No vaccination,2072,569904.1179,507887.6480,631920.5878
bangladesh,No vaccination,2073,609090.3496,536169.8854,682010.8139
bangladesh,No vaccination,2074,648276.5808,569904.1195,726649.0421
bangladesh,No vaccination,2075,692574.0598,611475.5997,773672.5200
bangladesh,No vaccination,2076,721537.7968,637713.3379,805362.2556
bangladesh,No vaccination,2077,764983.4008,679114.4430,850852.3585
bangladesh,No vaccination,2078,799058.3851,707737.4305,890379.3397
bangladesh,No vaccination,2079,826318.3734,734997.4188,917639.3280
bangladesh,No vaccination,2080,868060.2289,769242.7782,966877.6796
bangladesh,No vaccination,2081,904690.8365,805191.8861,1004189.7870
bangladesh,No vaccination,2082,934506.4480,831599.9992,1037412.8968
bangladesh,No vaccination,2083,960914.5609,857326.6124,1064502.5094
bangladesh,No vaccination,2084,987322.6738,883053.2256,1091592.1221
bangladesh,No vaccination,2085,1017138.2856,910824.3382,1123452.2331
bangladesh,No vaccination,2086,1051213.2700,943536.3233,1158890.2167
bangladesh,No vaccination,2087,1074213.8849,959040.4418,1189387.3280
bangladesh,No vaccination,2088,1098918.2488,977611.3089,1220225.1886
bangladesh,No vaccination,2089,1112548.2432,989878.3039,1235218.1824
bangladesh,No vaccination,2090,1126178.2374,1002145.2989,1250211.1760
bangladesh,No vaccination,2091,1152586.3503,1025145.9134,1280026.7873
bangladesh,No vaccination,2092,1169623.8430,1039457.4075,1299790.2786
bangladesh,No vaccination,2093,1187513.2103,1056665.2749,1318361.1458
bangladesh,No vaccination,2094,1211365.6998,1077791.7657,1344939.6339
bangladesh,No vaccination,2095,1227551.3176,1093295.8840,1361806.7512
bangladesh,No vaccination,2096,1239477.5627,1102496.1301,1376458.9954
bangladesh,No vaccination,2097,1250551.9331,1110163.0019,1390940.8644
bangladesh,No vaccination,2098,1262478.1779,1122089.2465,1402867.1092
bangladesh,No vaccination,2099,1271848.7990,1129415.3686,1414282.2293
bangladesh,No vaccination,2100,1275256.2976,1131459.8677,1419052.7275
bangladesh,No vaccination,2101,1283775.0439,1138615.6146,1428934.4732
bangladesh,No vaccination,2102,1288886.2917,1142363.8630,1435408.7205
bangladesh,No vaccination,2103,1295701.2888,1147815.8607,1443586.7169
bangladesh,No vaccination,2104,1299960.6620,1151393.7342,1448527.5898
bangladesh,No vaccination,2105,1303368.1605,1154801.2327,1451935.0884
bangladesh,No vaccination,2106,1311035.0323,1160423.6053,1461646.4594
bangladesh,No vaccination,2107,1315294.4055,1164001.4788,1466587.3323
bangladesh,No vaccination,2108,1316998.1548,1164342.2286,1469654.0810
bangladesh,No vaccination,2109,1319553.7787,1166216.3528,1472891.2046
bangladesh,No vaccination,2110,1321257.5280,1167920.1021,1474594.9538
bangladesh,No vaccination,2111,1322961.2772,1168260.8519,1477661.7025
bangladesh,No vaccination,2112,1323813.1519,1168431.2269,1479195.0769
bangladesh,No vaccination,2113,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2114,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2115,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2116,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2117,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2118,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2119,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2120,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2121,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2122,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2123,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2124,1325516.9011,1170134.9761,1480898.8261
bangladesh,No vaccination,2125,1325516.9011,1170134.9761,1480898.8261
bangladesh,Double dose,2024,0.0000,0.0000,0.0000
bangladesh,Double dose,2025,0.0000,0.0000,0.0000
bangladesh,Double dose,2026,0.0000,0.0000,0.0000
bangladesh,Double dose,2027,0.0000,0.0000,0.0000
bangladesh,Double dose,2028,0.0000,0.0000,0.0000
bangladesh,Double dose,2029,0.0000,0.0000,0.0000
bangladesh,Double dose,2030,0.0000,0.0000,0.0000
bangladesh,Double dose,2031,0.0000,0.0000,0.0000
bangladesh,Double dose,2032,0.0000,0.0000,0.0000
bangladesh,Double dose,2033,0.0000,0.0000,0.0000
bangladesh,Double dose,2034,0.0000,0.0000,0.0000
bangladesh,Double dose,2035,0.0000,0.0000,0.0000
bangladesh,Double dose,2036,0.0000,0.0000,0.0000
bangladesh,Double dose,2037,851.8746,170.3749,1533.3743
bangladesh,Double dose,2038,851.8746,170.3749,1533.3743
bangladesh,Double dose,2039,1703.7493,340.7499,3066.7487
bangladesh,Double dose,2040,1703.7493,340.7499,3066.7487
bangladesh,Double dose,2041,1703.7493,340.7499,3066.7487
bangladesh,Double dose,2042,2555.6239,511.1248,4600.1230
bangladesh,Double dose,2043,2555.6239,511.1248,4600.1230
bangladesh,Double dose,2044,5963.1224,3918.6233,8007.6216
bangladesh,Double dose,2045,6814.9971,4088.9982,9540.9959
bangladesh,Double dose,2046,8518.7463,4429.7481,12607.7446
bangladesh,Double dose,2047,8518.7463,4429.7481,12607.7446
bangladesh,Double dose,2048,11926.2449,6474.2472,17378.2425
bangladesh,Double dose,2049,17037.4928,10222.4956,23852.4900
bangladesh,Double dose,2050,22148.7406,13970.7440,30326.7372
bangladesh,Double dose,2051,28963.7378,19422.7417,38504.7339
bangladesh,Double dose,2052,34074.9857,23170.9901,44978.9813
bangladesh,Double dose,2053,35778.7350,24874.7394,46682.7306
bangladesh,Double dose,2054,40889.9828,27259.9884,54519.9772
bangladesh,Double dose,2055,51112.4785,36119.4846,66105.4725
bangladesh,Double dose,2056,63890.5981,46853.1052,80928.0911
bangladesh,Double dose,2057,75816.8431,56053.3514,95580.3348
bangladesh,Double dose,2058,86891.2136,66446.2222,107336.2050
bangladesh,Double dose,2059,103928.7062,76668.7178,131188.6946
bangladesh,Double dose,2060,117558.7006,88935.7130,146181.6882
bangladesh,Double dose,2061,133744.3187,101713.8325,165774.8050
bangladesh,Double dose,2062,144818.6891,112106.7031,177530.6751
bangladesh,Double dose,2063,162708.0566,127951.5715,197464.5418
bangladesh,Double dose,2064,177189.9258,139025.9418,215353.9098
bangladesh,Double dose,2065,193375.5439,153167.0609,233584.0270
bangladesh,Double dose,2066,217228.0334,172930.5526,261525.5143
bangladesh,Double dose,2067,251303.0173,202916.5388,299689.4958
bangladesh,Double dose,2068,270044.2593,218931.7817,321156.7368
bangladesh,Double dose,2069,291341.1252,239547.1479,343135.1026
bangladesh,Double dose,2070,316045.4888,259481.0136,372609.9640
bangladesh,Double dose,2071,338194.2291,278903.7552,397484.7031
bangladesh,Double dose,2072,363750.4670,296281.9975,431218.9366
bangladesh,Double dose,2073,393566.0785,318601.1130,468531.0440
bangladesh,Double dose,2074,419974.1913,342964.7265,496983.6560
bangladesh,Double dose,2075,445530.4296,360342.9687,530717.8904
bangladesh,Double dose,2076,463419.7969,374824.8377,552014.7561
bangladesh,Double dose,2077,483012.9136,392373.4552,573652.3720
bangladesh,Double dose,2078,513680.3993,417588.9435,609771.8551
bangladesh,Double dose,2079,538384.7632,440248.8083,636520.7181
bangladesh,Double dose,2080,564792.8766,464612.4226,664973.3306
bangladesh,Double dose,2081,580126.6201,475857.1680,684396.0723
bangladesh,Double dose,2082,595460.3633,488464.9123,702455.8143
bangladesh,Double dose,2083,615905.3544,507546.9039,724263.8049
bangladesh,Double dose,2084,634646.5964,526288.1457,743005.0472
bangladesh,Double dose,2085,655943.4618,541451.5142,770435.4094
bangladesh,Double dose,2086,674684.7034,557466.7573,791902.6495
bangladesh,Double dose,2087,689166.5723,571267.1266,807066.0180
bangladesh,Double dose,2088,707907.8145,588645.3697,827170.2592
bangladesh,Double dose,2089,715574.6862,595630.7417,835518.6306
bangladesh,Double dose,2090,732612.1791,611305.2354,853919.1227
bangladesh,Double dose,2091,747094.0477,622379.6056,871808.4898
bangladesh,Double dose,2092,758168.4181,630046.4774,886290.3588
bangladesh,Double dose,2093,772650.2874,642483.8475,902816.7272
bangladesh,Double dose,2094,783724.6576,652876.7178,914572.5973
bangladesh,Double dose,2095,801614.0249,670084.5853,933143.4646
bangladesh,Double dose,2096,811836.5205,678944.0814,944728.9596
bangladesh,Double dose,2097,821207.1416,687633.2027,954781.0805
bangladesh,Double dose,2098,822910.8909,689336.9520,956484.8297
bangladesh,Double dose,2099,828874.0134,693255.5753,964492.4515
bangladesh,Double dose,2100,835689.0105,698707.5730,972670.4480
bangladesh,Double dose,2101,839948.3837,702285.4465,977611.3209
bangladesh,Double dose,2102,849319.0048,710974.5677,987663.4418
bangladesh,Double dose,2103,853578.3779,713189.4418,993967.3141
bangladesh,Double dose,2104,856985.8765,715233.9409,998737.8120
bangladesh,Double dose,2105,861245.2498,718811.8144,1003678.6851
bangladesh,Double dose,2106,862097.1244,718982.1893,1005212.0594
bangladesh,Double dose,2107,863800.8737,720685.9386,1006915.8087
bangladesh,Double dose,2108,863800.8737,720685.9386,1006915.8087
bangladesh,Double dose,2109,866356.4976,722560.0628,1010152.9323
bangladesh,Double dose,2110,868060.2468,724263.8121,1011856.6816
bangladesh,Double dose,2111,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2112,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2113,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2114,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2115,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2116,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2117,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2118,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2119,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2120,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2121,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2122,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2123,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2124,869763.9961,724604.5619,1014923.4303
bangladesh,Double dose,2125,869763.9961,724604.5619,1014923.4303
bangladesh,Single dose shipments,2024,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2025,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2026,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2027,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2028,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2029,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2030,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2031,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2032,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2033,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2034,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2035,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2036,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2037,0.0000,0.0000,0.0000
bangladesh,Single dose shipments,2038,851.8746,170.3749,1533.3743
bangladesh,Single dose shipments,2039,851.8746,170.3749,1533.3743
bangladesh,Single dose shipments,2040,851.8746,170.3749,1533.3743
bangladesh,Single dose shipments,2041,1703.7493,340.7499,3066.7487
bangladesh,Single dose shipments,2042,4259.3732,2214.8740,6303.8723
bangladesh,Single dose shipments,2043,4259.3732,2214.8740,6303.8723
bangladesh,Single dose shipments,2044,5111.2478,2385.2490,7837.2466
bangladesh,Single dose shipments,2045,5963.1224,2555.6239,9370.6210
bangladesh,Single dose shipments,2046,5963.1224,2555.6239,9370.6210
bangladesh,Single dose shipments,2047,7666.8717,2896.3738,12437.3697
bangladesh,Single dose shipments,2048,8518.7463,3066.7487,13970.7440
bangladesh,Single dose shipments,2049,11074.3702,3577.8735,18570.8670
bangladesh,Single dose shipments,2050,12778.1195,3918.6233,21637.6157
bangladesh,Single dose shipments,2051,17037.4927,7496.4968,26578.4886
bangladesh,Single dose shipments,2052,23000.6150,10052.1207,35949.1093
bangladesh,Single dose shipments,2053,33223.1105,17548.6176,48897.6033
bangladesh,Single dose shipments,2054,40889.9822,24533.9896,57245.9748
bangladesh,Single dose shipments,2055,46853.1046,28452.6129,65253.5963
bangladesh,Single dose shipments,2056,56223.7257,37141.7342,75305.7172
bangladesh,Single dose shipments,2057,59631.2242,40549.2327,78713.2157
bangladesh,Single dose shipments,2058,73261.2184,51453.2281,95069.2087
bangladesh,Single dose shipments,2059,79224.3408,56734.8508,101713.8309
bangladesh,Single dose shipments,2060,85187.4634,62016.4735,108358.4532
bangladesh,Single dose shipments,2061,98817.4578,74283.4685,123351.4470
bangladesh,Single dose shipments,2062,117558.6997,88935.7122,146181.6872
bangladesh,Single dose shipments,2063,132040.5685,101373.0821,162708.0549
bangladesh,Single dose shipments,2064,143966.8135,111936.3275,175997.2994
bangladesh,Single dose shipments,2065,162708.0552,129314.5698,196101.5405
bangladesh,Single dose shipments,2066,171226.8015,136470.3167,205983.2863
bangladesh,Single dose shipments,2067,183153.0465,147033.5622,219272.5308
bangladesh,Single dose shipments,2068,193375.5424,153167.0596,233584.0251
bangladesh,Single dose shipments,2069,207005.5366,162708.0556,251303.0177
bangladesh,Single dose shipments,2070,220635.5309,170886.0523,270385.0095
bangladesh,Single dose shipments,2071,235117.3999,184686.4216,285548.3782
bangladesh,Single dose shipments,2072,253006.7668,200531.2893,305482.2444
bangladesh,Single dose shipments,2073,270044.2598,217568.7822,322519.7373
bangladesh,Single dose shipments,2074,288785.5018,234947.0248,342623.9789
bangladesh,Single dose shipments,2075,304971.1198,250451.1429,359491.0966
bangladesh,Single dose shipments,2076,317749.2394,262547.7631,372950.7156
bangladesh,Single dose shipments,2077,332231.1082,273622.1333,390840.0830
bangladesh,Single dose shipments,2078,346712.9769,283333.5044,410092.4495
bangladesh,Single dose shipments,2079,362898.5953,293385.6253,432411.5654
bangladesh,Single dose shipments,2080,381639.8373,308037.8694,455241.8052
bangladesh,Single dose shipments,2081,391010.4583,314000.9918,468019.9247
bangladesh,Single dose shipments,2082,398677.3298,320986.3638,476368.2958
bangladesh,Single dose shipments,2083,408899.8254,331208.8594,486590.7915
bangladesh,Single dose shipments,2084,417418.5719,337001.6070,497835.5368
bangladesh,Single dose shipments,2085,434456.0648,351313.1010,517599.0286
bangladesh,Single dose shipments,2086,450641.6830,364091.2206,537192.1454
bangladesh,Single dose shipments,2087,460012.3042,372780.3421,547244.2663
bangladesh,Single dose shipments,2088,468531.0505,381299.0884,555763.0126
bangladesh,Single dose shipments,2089,477901.6715,388625.2103,567178.1327
bangladesh,Single dose shipments,2090,488976.0420,396292.0820,581660.0020
bangladesh,Single dose shipments,2091,498346.6632,404981.2035,591712.1229
bangladesh,Single dose shipments,2092,506865.4099,408047.9523,605682.8675
bangladesh,Single dose shipments,2093,511976.6577,411796.2007,612157.1147
bangladesh,Single dose shipments,2094,516236.0310,415374.0742,617097.9878
bangladesh,Single dose shipments,2095,526458.5266,422870.5709,630046.4823
bangladesh,Single dose shipments,2096,532421.6490,428152.1937,636691.1044
bangladesh,Single dose shipments,2097,538384.7715,433433.8164,643335.7266
bangladesh,Single dose shipments,2098,540940.3954,435307.9406,646572.8502
bangladesh,Single dose shipments,2099,543496.0193,437182.0648,649809.9738
bangladesh,Single dose shipments,2100,546903.5178,440589.5633,653217.4723
bangladesh,Single dose shipments,2101,549459.1417,442463.6875,656454.5959
bangladesh,Single dose shipments,2102,553718.5149,446041.5610,661395.4688
bangladesh,Single dose shipments,2103,555422.2642,446382.3108,664462.2175
bangladesh,Single dose shipments,2104,557977.8881,448256.4350,667699.3411
bangladesh,Single dose shipments,2105,558829.7627,448426.8100,669232.7154
bangladesh,Single dose shipments,2106,559681.6373,448597.1849,670766.0898
bangladesh,Single dose shipments,2107,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2108,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2109,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2110,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2111,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2112,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2113,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2114,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2115,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2116,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2117,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2118,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2119,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2120,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2121,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2122,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2123,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2124,560533.5120,448767.5598,672299.4641
bangladesh,Single dose shipments,2125,560533.5120,448767.5598,672299.4641
bangladesh,Single dose actual,2024,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2025,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2026,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2027,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2028,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2029,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2030,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2031,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2032,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2033,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2034,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2035,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2036,0.0000,0.0000,0.0000
bangladesh,Single dose actual,2037,851.8746,170.3749,1533.3743
bangladesh,Single dose actual,2038,2555.6239,1874.1242,3237.1236
bangladesh,Single dose actual,2039,3407.4985,2044.4991,4770.4979
bangladesh,Single dose actual,2040,4259.3732,2214.8740,6303.8723
bangladesh,Single dose actual,2041,4259.3732,2214.8740,6303.8723
bangladesh,Single dose actual,2042,5111.2478,2385.2490,7837.2466
bangladesh,Single dose actual,2043,5111.2478,2385.2490,7837.2466
bangladesh,Single dose actual,2044,5111.2478,2385.2490,7837.2466
bangladesh,Single dose actual,2045,5963.1224,2555.6239,9370.6210
bangladesh,Single dose actual,2046,5963.1224,2555.6239,9370.6210
bangladesh,Single dose actual,2047,8518.7463,4429.7481,12607.7446
bangladesh,Single dose actual,2048,10222.4956,6133.4974,14311.4938
bangladesh,Single dose actual,2049,17037.4927,12948.4944,21126.4909
bangladesh,Single dose actual,2050,18741.2419,14652.2437,22830.2402
bangladesh,Single dose actual,2051,21296.8658,16526.3679,26067.3638
bangladesh,Single dose actual,2052,23852.4897,17037.4927,30667.4868
bangladesh,Single dose actual,2053,30667.4869,22489.4904,38845.4835
bangladesh,Single dose actual,2054,34074.9855,24533.9895,43615.9815
bangladesh,Single dose actual,2055,39186.2333,28282.2379,50090.2287
bangladesh,Single dose actual,2056,48556.8544,36971.3592,60142.3496
bangladesh,Single dose actual,2057,68149.9707,51793.9779,84505.9635
bangladesh,Single dose actual,2058,75816.8425,57416.3505,94217.3345
bangladesh,Single dose actual,2059,88594.9620,69512.9703,107676.9537
bangladesh,Single dose actual,2060,99669.3323,78542.8415,120795.8231
bangladesh,Single dose actual,2061,118410.5745,94558.0850,142263.0639
bangladesh,Single dose actual,2062,132892.4436,108358.4543,157426.4329
bangladesh,Single dose actual,2063,150781.8110,125566.3220,175997.3001
bangladesh,Single dose actual,2064,166115.5548,138174.0668,194057.0428
bangladesh,Single dose actual,2065,181449.2982,149418.8120,213479.7844
bangladesh,Single dose actual,2066,200190.5403,165434.0555,234947.0250
bangladesh,Single dose actual,2067,215524.2838,176678.8009,254369.7667
bangladesh,Single dose actual,2068,231709.9020,189456.9206,273962.8833
bangladesh,Single dose actual,2069,249599.2698,205301.7893,293896.7502
bangladesh,Single dose actual,2070,263229.2638,214842.7852,311615.7424
bangladesh,Single dose actual,2071,278563.0074,227450.5302,329675.4847
bangladesh,Single dose actual,2072,296452.3750,240569.4000,352335.3500
bangladesh,Single dose actual,2073,319452.9899,261525.5161,377380.4636
bangladesh,Single dose actual,2074,333934.8589,272599.8866,395269.8312
bangladesh,Single dose actual,2075,355231.7246,290489.2539,419974.1953
bangladesh,Single dose actual,2076,373121.0924,304971.1230,441271.0618
bangladesh,Single dose actual,2077,395269.8329,321667.8660,468871.7998
bangladesh,Single dose actual,2078,414011.0747,337683.1093,490339.0401
bangladesh,Single dose actual,2079,435307.9402,356935.4753,513680.4050
bangladesh,Single dose actual,2080,451493.5587,371076.5948,531910.5227
bangladesh,Single dose actual,2081,464271.6782,380447.2159,548096.1405
bangladesh,Single dose actual,2082,487272.2930,397314.3338,577230.2521
bangladesh,Single dose actual,2083,498346.6630,406344.2049,590349.1211
bangladesh,Single dose actual,2084,511124.7826,418440.8249,603808.7403
bangladesh,Single dose actual,2085,528162.2750,432752.3183,623572.2318
bangladesh,Single dose actual,2086,541792.2693,443656.3136,639928.2250
bangladesh,Single dose actual,2087,554570.3890,453026.9348,656113.8432
bangladesh,Single dose actual,2088,566496.6339,460864.1815,672129.0864
bangladesh,Single dose actual,2089,579274.7537,468871.8031,689677.7042
bangladesh,Single dose actual,2090,591200.9988,479435.0488,702966.9488
bangladesh,Single dose actual,2091,598015.9958,483524.0470,712507.9447
bangladesh,Single dose actual,2092,605682.8676,487783.4202,723582.3149
bangladesh,Single dose actual,2093,615053.4886,496472.5415,733634.4358
bangladesh,Single dose actual,2094,624424.1096,505161.6627,743686.5565
bangladesh,Single dose actual,2095,631239.1067,511976.6598,750501.5536
bangladesh,Single dose actual,2096,638905.9785,518962.0320,758849.9250
bangladesh,Single dose actual,2097,640609.7278,520665.7813,760553.6743
bangladesh,Single dose actual,2098,645720.9756,523051.0303,768390.9209
bangladesh,Single dose actual,2099,649128.4741,525095.5294,773161.4188
bangladesh,Single dose actual,2100,651684.0980,526969.6536,776398.5425
bangladesh,Single dose actual,2101,653387.8473,527310.4034,779465.2911
bangladesh,Single dose actual,2102,657647.2205,530888.2769,784406.1640
bangladesh,Single dose actual,2103,661054.7190,532932.7760,789176.6620
bangladesh,Single dose actual,2104,663610.3429,533443.9008,793776.7850
bangladesh,Single dose actual,2105,665314.0922,535147.6501,795480.5343
bangladesh,Single dose actual,2106,667017.8414,535488.3999,798547.2829
bangladesh,Single dose actual,2107,668721.5907,535829.1498,801614.0316
bangladesh,Single dose actual,2108,670425.3400,536169.8996,804680.7803
bangladesh,Single dose actual,2109,671277.2146,536340.2746,806214.1546
bangladesh,Single dose actual,2110,671277.2146,536340.2746,806214.1546
bangladesh,Single dose actual,2111,672129.0892,536510.6495,807747.5290
bangladesh,Single dose actual,2112,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2113,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2114,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2115,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2116,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2117,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2118,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2119,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2120,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2121,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2122,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2123,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2124,672980.9639,536681.0244,809280.9033
bangladesh,Single dose actual,2125,672980.9639,536681.0244,809280.9033
